lyrics,genre
you_know yo dog get man_i ya call call phone voice mama house like time hey get man_i you_know doin you_know a_little you_know around big body worth say front come_to put like_that right i_hear word like everything_i feel right i_feel a_little somethin thing call_me back whatever you_get call house call back call little real back phone whatever style put alright get,hip hop
spend my_time hold_on afraid go my_soul shake i_take like_a stone gotta get together gotta body clean i_try_to live forever gonna_be death me_cause ghost the_water the_future gotta leave gotta take_me let_me river carry call_me call_me gotta river gonna lead river carry call_me call_me gotta river gonna lead,pop rock
oh funny feeling child bear the_night bear war bear the_night hold_on the_night hold_on hold_on the_moon go run your_heart breath the_light bear oh,rock
good mean i_take chance move call death my_mind set the_sun to_tell belong set the_sun set the_sun belong real let rise big build real,rock
love_me break fuckin gettin money clothes bitch like bitch know good start shit nigga love hard bitch one get make_a bleed make call say never home get em even get straight shit bitch bitch you_know like_this back yeah nigga nigga like u yo yo yo come ya yo come bitch nigga fuck fuck bitch talkin like_a bitch cause nigga shit tell,hip hop
someone become nothing_to feeling die would set stick stone they_say bone i_say i_get mad i_get even go_to dead time go_to come dance even till till tell dead try_to hold_on think know_what try_to wound i_still see_the scar back thing get bad spread wing fly away take back go_to come,metal
,pop
stand pain brain first one today stand hide tear drown fear brother tonight right you_think stand fill trouble grow first one today tonight right you_think stand fill trouble grow first one today,rock
oh home let_me lose along the_way get nothing leave cause nothing can_take away away open door leave_me want never think close the_way life want too_much bear another way_to win fight lie so_long know see_the rise another day night push my_hand shake see_the rise i_think love would always find_a way well get_it world,rock
old feel oh_i oh_i play act just_like get oh so_much use memory back ring fight something i_get right scream u pain make_me no_one win game memory try try time_to think straight deny i_wish take another way memory memory memory,alternative rock
lose_my mind lose_my mind lose_my mind,electronic
return always return always go use cry time_to turn always turn always always one hey dear feel_the your_mind fear the_truth your_mind the_word cause_i wish get_it right pray god cause time return always return always,metal
sit rest pretty bone act like alive take another chance you_let die feel_like living pain the_whole world pass lose lie another lie fight back broken past throw stone life still hate love take_it hate love take_it blood life crash hit even try,hard rock
hold_on dream hold_on hold_on hold_on believe though win still hold_on hold_on hold_on still hold_on hold_on hold_on hold_on dream line see_you i_know well put fear might seem no_one care work hard year keep gotta know_that blood well get_a bear tell_you eye i_get_to carry see_the sun hold_on,pop
one eye hold fill human blood one eye hold fill human blood sky hold life blood shot eye the_night sky feel face space heaven earth fall,metal
i_see_you you_see feeling miss sorry give show_you grow fall voice hour pass let_you know_that_i ask alone it_feel rest to_know hour pass let_you know_that_i ask alone it_feel rest to_know beat feeling control speak tell story know leave talk,electronic
wake turn a_thousand word afraid fail deal deal devil come fear whatever may take woah you_think say woah become never inside even see_the time wake_up become never spirit dead heart scar past without desire change tomorrow deal,metal
back home hold_on really world clear stone back home alone ever would return oh ah oh ah oh ah oh ah back home lay stone keep my_heart warm return wait storm pull move back home hold_on really world clear stone,indie rock
i_would never let_go i_love_you to_know to_go my_love would grow i_go my_love grow far shine like_a shine like_a star would would i_need true so_much new would would i_would never let_go i_love_you to_know to_go my_love would grow i_go my_love grow far shine like_a shine like_a star,pop
the_day come my_heart the_sun put upon my_heart the_dark storm come world black sky away still sing the_time young free far go every grow always soon turn scar yet lead every light break hope the_sky think_that i_know_that the_end the_eye storm wait_for the_day sun my_eye keep even though a_new day begin leave,metal
gonna use inside devil gonna trouble alone dark dark room to_tell think good thought think good thought the_world think good thought bad oh_i let_the turn promise i_let get_the best i_want_to say_that easy might like_a til well cause word oh use oh gonna let take away heaven start feel blue i_remember to_tell,pop
you_find strong i_get though bear power drop yo brain upon star fuck fade would great time ride face scar beyond one put face ride pay body like nigga nothin good know like sorry give_up fate and_get life put bitch control your_soul you_know the_way the_game gettin tell yo two year tell_me blow your_mind bear fuckin write,hip hop
you_make beat oh_you scar huh oh_you oh_you oh_you scar huh oh_you like_a beat gotta watch side hit street nigga eat kill man sleep fast like like use yeah go get shot man street you_never shoot shit put gun wake_up sleep gun sound look_at son yeah many give_me yeah cause_you family deal yeah use_to to_come give_me head i_tell bring come scar tell bout get goin oh_you scar huh oh_you woah yeah oh_you scar huh oh_you,hip hop
